compound,neg,neu,pos
0.9607,0.027,0.809,0.165
0.9931,0.015,0.783,0.203
0.9936,0.031,0.579,0.39
0.9535,0.149,0.638,0.213
0.9923,0.086,0.663,0.251
0.9957,0.064,0.607,0.329
0.9868,0.041,0.614,0.345
0.9974,0.03,0.655,0.314
0.9798,0.046,0.728,0.226
0.9925,0.018,0.734,0.249
0.9744,0.06,0.693,0.247
0.9978,0.015,0.668,0.317
0.9936,0.052,0.639,0.31
0.9954,0.04,0.586,0.374
0.9678,0.102,0.654,0.244
0.9917,0.035,0.593,0.373
0.9217,0.0,0.851,0.149
0.9754,0.062,0.698,0.241
0.9776,0.059,0.761,0.181
0.9653,0.067,0.734,0.199
0.9972,0.021,0.66,0.32
0.9958,0.035,0.632,0.333
0.984,0.0,0.692,0.308
0.9921,0.019,0.767,0.214
0.9812,0.06,0.645,0.295
0.9859,0.04,0.729,0.23
0.9976,0.016,0.628,0.355
0.9657,0.012,0.845,0.143
0.9899,0.053,0.598,0.349
0.9934,0.042,0.622,0.336
0.9686,0.067,0.706,0.226
0.994,0.028,0.662,0.31
0.9966,0.045,0.629,0.326
0.9925,0.032,0.721,0.247
0.9493,0.046,0.777,0.177
0.9969,0.052,0.592,0.356
0.995,0.032,0.596,0.372
0.9981,0.013,0.523,0.465
0.9953,0.062,0.536,0.402
0.9818,0.0,0.694,0.306
0.9887,0.049,0.649,0.302
0.9595,0.071,0.706,0.222
0.9796,0.023,0.76,0.217
0.9876,0.02,0.69,0.29
0.9186,0.065,0.798,0.137
0.994,0.066,0.65,0.284
0.9869,0.065,0.616,0.319
0.9904,0.009,0.719,0.272
0.9584,0.03,0.785,0.185
0.9904,0.061,0.625,0.314
0.9494,0.048,0.82,0.132
0.996,0.049,0.634,0.317
0.9938,0.058,0.568,0.374
0.9716,0.054,0.793,0.154
0.9927,0.034,0.716,0.25
0.993,0.022,0.707,0.271
0.9706,0.081,0.718,0.201
0.9941,0.047,0.701,0.253
0.9915,0.024,0.565,0.411
0.9839,0.014,0.682,0.303
0.9905,0.027,0.691,0.282
0.9568,0.081,0.689,0.23
0.9905,0.082,0.628,0.291
0.9977,0.083,0.489,0.428
0.9819,0.071,0.722,0.207
0.9963,0.03,0.621,0.349
0.9891,0.013,0.738,0.249
0.9905,0.026,0.739,0.235
0.998,0.035,0.644,0.322
0.9766,0.035,0.71,0.255
0.9956,0.022,0.638,0.34
0.9925,0.011,0.711,0.278
0.9967,0.028,0.67,0.302
0.9926,0.013,0.678,0.309
0.9849,0.061,0.737,0.202
0.9968,0.078,0.604,0.317
0.9958,0.012,0.665,0.323
0.9965,0.063,0.493,0.444
0.8676,0.058,0.821,0.122
0.9901,0.034,0.789,0.178
0.9643,0.061,0.705,0.234
0.9965,0.0,0.571,0.429
0.9978,0.037,0.643,0.32
0.9891,0.041,0.713,0.246
0.9394,0.095,0.699,0.206
0.9854,0.041,0.658,0.301
0.9526,0.035,0.85,0.116
0.9981,0.049,0.604,0.347
0.9813,0.029,0.702,0.269
0.9493,0.102,0.641,0.257
0.9907,0.048,0.65,0.302
0.9854,0.045,0.741,0.214
0.9981,0.044,0.581,0.376
0.9819,0.044,0.622,0.334
0.9984,0.018,0.614,0.368
0.9984,0.018,0.619,0.363
0.886,0.125,0.689,0.185
0.9883,0.07,0.624,0.306
0.9642,0.085,0.726,0.189
0.9686,0.027,0.769,0.204
0.9437,0.033,0.815,0.152
0.9924,0.051,0.569,0.381
0.9897,0.087,0.505,0.408
0.994,0.015,0.651,0.334
0.9806,0.044,0.752,0.204
0.9393,0.094,0.729,0.177
0.9886,0.036,0.682,0.281
0.9744,0.069,0.702,0.229
0.9986,0.023,0.582,0.394
0.9914,0.062,0.663,0.275
0.9726,0.07,0.629,0.301
0.9939,0.036,0.706,0.258
0.991,0.016,0.666,0.318
0.966,0.031,0.765,0.203
0.9806,0.059,0.711,0.23
0.9878,0.015,0.753,0.233
0.9559,0.069,0.745,0.186
0.9677,0.077,0.64,0.283
0.9919,0.032,0.767,0.201
0.9201,0.05,0.807,0.143
0.9924,0.014,0.631,0.355
0.9874,0.131,0.611,0.258
0.9942,0.087,0.645,0.269
0.9965,0.057,0.544,0.399
0.9729,0.118,0.651,0.231
0.9842,0.033,0.711,0.257
0.2782,0.082,0.807,0.111
0.9638,0.0,0.814,0.186
0.9899,0.027,0.707,0.266
0.9961,0.035,0.64,0.324
0.9771,0.0,0.797,0.203
0.9611,0.077,0.741,0.182
0.9956,0.0,0.707,0.293
0.9925,0.039,0.7,0.261
0.7452,0.152,0.668,0.18
0.9866,0.059,0.759,0.182
0.9956,0.03,0.633,0.337
0.9964,0.021,0.614,0.365
0.9955,0.024,0.536,0.441
0.9867,0.0,0.69,0.31
0.995,0.079,0.619,0.302
0.9949,0.011,0.682,0.307
0.9929,0.018,0.597,0.385
0.997,0.081,0.578,0.34
0.9813,0.058,0.725,0.216
0.9477,0.074,0.726,0.2
0.9783,0.0,0.776,0.224
0.9719,0.097,0.586,0.317
0.9939,0.048,0.646,0.305
0.9666,0.03,0.772,0.198
0.9913,0.007,0.746,0.247
0.9967,0.011,0.641,0.348
0.9928,0.039,0.707,0.254
0.9846,0.012,0.739,0.249
0.9881,0.074,0.65,0.276
0.9896,0.072,0.635,0.293
0.981,0.024,0.689,0.287
0.957,0.06,0.726,0.213
0.9965,0.0,0.539,0.461
0.9938,0.0,0.705,0.295
0.9976,0.037,0.656,0.308
0.9957,0.03,0.674,0.296
0.9872,0.029,0.669,0.301
0.9754,0.068,0.737,0.195
0.9907,0.035,0.6,0.365
0.9769,0.031,0.677,0.292
0.9897,0.026,0.723,0.251
0.969,0.033,0.785,0.181
0.9972,0.038,0.629,0.333
0.9826,0.018,0.743,0.239
0.9934,0.046,0.713,0.241
0.9773,0.096,0.67,0.234
0.9952,0.074,0.65,0.277
0.9788,0.025,0.67,0.304
0.9915,0.056,0.674,0.27
0.9957,0.016,0.721,0.263
0.9849,0.068,0.704,0.228
0.9818,0.096,0.557,0.346
0.988,0.046,0.617,0.337
0.9723,0.079,0.604,0.318
0.9825,0.05,0.722,0.228
0.9509,0.073,0.75,0.177
0.9958,0.026,0.664,0.31
0.9911,0.042,0.509,0.449
0.9761,0.09,0.622,0.288
0.9859,0.05,0.678,0.272
0.999,0.019,0.599,0.381
0.9941,0.0,0.779,0.221
0.9074,0.143,0.634,0.222
0.9744,0.043,0.752,0.205
0.9938,0.05,0.712,0.238
0.9916,0.039,0.607,0.354
0.9831,0.011,0.808,0.181
0.9136,0.06,0.803,0.137
0.8266,0.151,0.638,0.21
0.9864,0.052,0.748,0.2
0.9715,0.103,0.7,0.197
0.9948,0.019,0.628,0.354
0.9897,0.01,0.621,0.369
0.9948,0.079,0.652,0.269
0.968,0.098,0.622,0.28
0.9629,0.166,0.569,0.265
0.9936,0.061,0.645,0.294
0.9668,0.055,0.795,0.15
0.8442,0.071,0.788,0.141
0.9892,0.0,0.686,0.314
0.9936,0.044,0.626,0.33
0.9948,0.056,0.564,0.38
0.9957,0.042,0.592,0.366
0.9977,0.034,0.537,0.429
0.9517,0.0,0.77,0.23
0.9828,0.038,0.783,0.179
0.9979,0.049,0.579,0.372
0.9859,0.057,0.678,0.264
0.9883,0.043,0.749,0.208
0.9851,0.046,0.665,0.289
0.9911,0.056,0.658,0.285
0.9432,0.043,0.762,0.195
0.9875,0.032,0.72,0.247
0.9931,0.054,0.563,0.383
0.9957,0.045,0.642,0.313
0.8709,0.116,0.734,0.15
0.995,0.0,0.595,0.405
0.9883,0.016,0.716,0.268
0.9756,0.0,0.766,0.234
0.9977,0.035,0.6,0.365
0.9912,0.054,0.67,0.277
0.985,0.045,0.72,0.235
0.993,0.047,0.598,0.355
0.9849,0.0,0.781,0.219
0.9756,0.018,0.791,0.191
0.9618,0.12,0.639,0.241
0.9501,0.069,0.737,0.194
0.979,0.014,0.762,0.224
0.9925,0.038,0.707,0.256
0.9916,0.065,0.69,0.245
0.9862,0.034,0.627,0.34
0.9955,0.053,0.658,0.289
0.9136,0.063,0.825,0.112
0.9968,0.0,0.672,0.328
0.8742,0.167,0.589,0.245
0.9505,0.074,0.748,0.178
0.9817,0.023,0.707,0.27
0.9686,0.019,0.783,0.197
0.9468,0.056,0.742,0.202
0.9966,0.077,0.604,0.319
0.9936,0.028,0.61,0.362
0.9976,0.03,0.593,0.377
0.9906,0.015,0.631,0.354
0.9965,0.045,0.649,0.305
0.9403,0.031,0.827,0.143
0.9701,0.082,0.708,0.21
0.8625,0.112,0.697,0.191
0.967,0.014,0.736,0.25
0.989,0.026,0.705,0.269
0.9891,0.012,0.726,0.262
0.9918,0.02,0.667,0.313
0.9657,0.095,0.713,0.192
0.9969,0.049,0.524,0.427
0.9937,0.069,0.54,0.391
0.6808,0.095,0.76,0.144
0.9938,0.052,0.675,0.273
0.9779,0.101,0.608,0.291
0.9783,0.04,0.699,0.26
0.9494,0.036,0.751,0.213
0.9856,0.0,0.738,0.262
0.9938,0.042,0.686,0.272
0.9864,0.052,0.64,0.308
0.9755,0.053,0.675,0.271
0.99,0.032,0.697,0.271
0.9816,0.073,0.651,0.276
-0.2023,0.055,0.897,0.049
0.91,0.139,0.659,0.202
0.9961,0.01,0.526,0.464
0.9921,0.033,0.63,0.337
0.9865,0.037,0.648,0.315
0.991,0.013,0.708,0.279
0.9839,0.026,0.74,0.234
0.9781,0.072,0.62,0.308
0.9935,0.021,0.558,0.421
0.9923,0.024,0.694,0.282
0.992,0.017,0.669,0.314
0.9928,0.035,0.606,0.359
0.9965,0.044,0.576,0.38
0.9905,0.018,0.652,0.33
0.9712,0.059,0.678,0.262
0.9935,0.037,0.732,0.231
0.9983,0.031,0.641,0.328
0.9787,0.086,0.628,0.286
0.9963,0.022,0.603,0.375
0.9906,0.042,0.693,0.265
0.9929,0.013,0.7,0.287
0.9857,0.052,0.695,0.253
0.9911,0.029,0.642,0.329
0.9767,0.033,0.793,0.174
0.9909,0.052,0.683,0.265
0.9922,0.022,0.569,0.409
0.9939,0.012,0.632,0.355
0.9505,0.116,0.693,0.19
0.9896,0.044,0.59,0.366
0.7343,0.04,0.874,0.086
0.9787,0.045,0.728,0.228
0.9975,0.009,0.579,0.411
0.9916,0.032,0.581,0.387
0.9561,0.107,0.68,0.213
0.8168,0.073,0.813,0.114
0.9746,0.05,0.711,0.238
0.9844,0.034,0.676,0.29
0.9866,0.037,0.804,0.159
0.9965,0.009,0.653,0.338
0.896,0.073,0.784,0.143
0.9935,0.011,0.675,0.314
0.9892,0.01,0.674,0.316
0.9914,0.042,0.613,0.344
0.8612,0.173,0.605,0.222
0.9719,0.047,0.659,0.293
0.9898,0.038,0.654,0.309
0.9709,0.105,0.686,0.209
0.9682,0.047,0.768,0.185
0.9903,0.051,0.66,0.288
0.975,0.018,0.748,0.235
0.9657,0.058,0.689,0.253
0.9957,0.016,0.578,0.406
0.9647,0.094,0.635,0.271
0.9953,0.013,0.585,0.401
0.9939,0.021,0.705,0.274
0.9867,0.08,0.696,0.224
0.9705,0.074,0.666,0.26
0.9864,0.03,0.731,0.239
0.9963,0.07,0.551,0.379
0.9924,0.044,0.595,0.36
0.9769,0.018,0.737,0.244
0.9808,0.069,0.717,0.215
0.9941,0.085,0.626,0.289
0.9758,0.025,0.675,0.3
0.9961,0.049,0.633,0.318
0.9928,0.016,0.629,0.355
0.9892,0.047,0.683,0.27
0.9929,0.035,0.673,0.292
0.9831,0.063,0.65,0.288
0.99,0.058,0.673,0.27
0.9944,0.008,0.701,0.29
0.9652,0.1,0.652,0.248
0.9967,0.023,0.568,0.409
0.8712,0.165,0.605,0.23
0.9965,0.015,0.666,0.319
0.9521,0.1,0.684,0.216
0.9675,0.023,0.797,0.18
0.9772,0.078,0.715,0.207
0.9747,0.05,0.731,0.219
0.9883,0.067,0.661,0.272
0.9763,0.055,0.752,0.193
0.9849,0.066,0.705,0.228
0.9952,0.051,0.653,0.296
0.9652,0.115,0.602,0.283
0.9169,0.0,0.846,0.154
0.9979,0.085,0.585,0.331
0.9816,0.033,0.613,0.354
0.9851,0.096,0.607,0.297
0.9968,0.032,0.674,0.294
0.9948,0.007,0.771,0.223
0.9944,0.065,0.627,0.308
0.9874,0.011,0.677,0.313
0.9955,0.023,0.735,0.242
0.9806,0.0,0.756,0.244
0.9952,0.047,0.64,0.313
0.9922,0.071,0.687,0.242
0.9687,0.029,0.813,0.158
0.8687,0.101,0.745,0.154
-0.8591,0.161,0.771,0.068
0.9871,0.044,0.592,0.364
0.9934,0.057,0.593,0.35
0.8742,0.076,0.757,0.167
0.9811,0.08,0.727,0.193
0.9889,0.111,0.588,0.301
0.9958,0.0,0.647,0.353
0.9834,0.073,0.661,0.266
0.9628,0.008,0.857,0.135
0.9946,0.047,0.652,0.301
0.99,0.019,0.686,0.296
0.9829,0.077,0.739,0.184
0.9957,0.055,0.572,0.373
0.9799,0.067,0.723,0.21
0.9869,0.02,0.776,0.204
0.9983,0.055,0.557,0.388
0.9714,0.073,0.751,0.175
0.9929,0.017,0.625,0.358
0.9957,0.064,0.665,0.271
0.9942,0.017,0.606,0.376
0.9885,0.038,0.703,0.259
0.9765,0.029,0.718,0.253
0.9738,0.07,0.621,0.31
0.9933,0.032,0.676,0.292
0.8325,0.053,0.837,0.11
0.9819,0.018,0.737,0.244
0.9242,0.088,0.741,0.171
-0.8957,0.175,0.726,0.099
0.9932,0.062,0.586,0.352
0.9838,0.018,0.704,0.278
0.9901,0.031,0.718,0.251
0.9873,0.026,0.778,0.197
0.9951,0.008,0.689,0.303
0.9852,0.112,0.577,0.312
0.926,0.017,0.828,0.155
0.9935,0.044,0.716,0.239
0.9872,0.078,0.623,0.298
0.9091,0.098,0.727,0.175
0.9949,0.013,0.649,0.337
0.9952,0.015,0.633,0.353
0.967,0.1,0.646,0.255
0.9729,0.096,0.658,0.245
0.9902,0.031,0.635,0.334
0.9918,0.029,0.715,0.256
0.9855,0.058,0.683,0.259
0.9921,0.011,0.744,0.245
0.9179,0.05,0.797,0.154
0.9828,0.041,0.755,0.204
0.996,0.033,0.656,0.312
0.9523,0.014,0.822,0.164
0.9974,0.048,0.597,0.355
0.9896,0.055,0.719,0.226
0.9966,0.051,0.599,0.351
0.9865,0.07,0.671,0.259
0.9944,0.011,0.686,0.304
0.9902,0.018,0.7,0.282
0.9914,0.085,0.673,0.242
0.9803,0.04,0.676,0.284
0.9937,0.021,0.547,0.432
0.9974,0.064,0.622,0.314
0.9933,0.021,0.687,0.292
0.9741,0.021,0.745,0.235
0.9786,0.019,0.743,0.238
0.9659,0.107,0.626,0.268
0.9903,0.015,0.683,0.302
0.9605,0.116,0.649,0.235
0.9967,0.021,0.534,0.445
0.9911,0.05,0.649,0.301
0.9946,0.006,0.734,0.26
0.9904,0.048,0.72,0.232
0.9839,0.033,0.681,0.286
0.9964,0.027,0.65,0.324
0.9899,0.042,0.68,0.277
0.9882,0.061,0.727,0.212
0.9926,0.033,0.652,0.315
0.9904,0.018,0.669,0.313
0.99,0.071,0.725,0.204
0.9815,0.065,0.723,0.212
0.9974,0.0,0.577,0.423
0.9725,0.073,0.616,0.311
0.9924,0.026,0.758,0.216
0.995,0.034,0.715,0.251
0.984,0.049,0.664,0.287
0.8742,0.044,0.803,0.152
0.9923,0.06,0.647,0.293
0.9968,0.042,0.616,0.342
0.9879,0.013,0.727,0.26
0.9951,0.0,0.757,0.243
0.9924,0.091,0.58,0.329
0.9976,0.026,0.656,0.317
0.9819,0.047,0.694,0.26
0.9716,0.017,0.725,0.258
0.978,0.058,0.699,0.244
-0.6705,0.077,0.904,0.019
0.9943,0.016,0.655,0.329
0.9896,0.077,0.586,0.337
0.9961,0.027,0.694,0.279
0.9672,0.077,0.715,0.208
0.9831,0.114,0.544,0.342
0.9842,0.074,0.733,0.193
0.9947,0.016,0.704,0.28
0.9952,0.038,0.553,0.409
0.9925,0.068,0.66,0.272
0.9895,0.112,0.561,0.326
0.9938,0.015,0.694,0.292
0.9932,0.044,0.675,0.281
0.9673,0.055,0.728,0.217
0.9604,0.109,0.601,0.289
0.9682,0.027,0.721,0.252
0.9903,0.079,0.65,0.271
0.9956,0.01,0.71,0.28
0.9927,0.02,0.637,0.344
0.9976,0.052,0.577,0.371
0.9903,0.038,0.7,0.262
0.9571,0.0,0.842,0.158
0.9913,0.017,0.611,0.371
0.9944,0.0,0.672,0.328
0.9669,0.037,0.809,0.154
0.995,0.009,0.715,0.276
0.9467,0.084,0.708,0.208
0.8561,0.069,0.766,0.165
0.9945,0.059,0.546,0.395
0.9728,0.017,0.779,0.204
0.9922,0.019,0.757,0.225
0.9897,0.06,0.686,0.255
0.9826,0.021,0.678,0.302
0.9942,0.051,0.622,0.327
0.9937,0.036,0.718,0.247
0.987,0.082,0.639,0.279
0.9894,0.039,0.654,0.307
0.9642,0.054,0.774,0.172
0.9957,0.031,0.682,0.286
0.9628,0.033,0.808,0.159
0.9859,0.049,0.713,0.238
0.9928,0.0,0.626,0.374
0.9501,0.0,0.812,0.188
0.9841,0.091,0.623,0.286
0.9954,0.078,0.606,0.315
0.9595,0.028,0.745,0.227
0.9848,0.027,0.657,0.316
0.953,0.091,0.73,0.179
0.9944,0.023,0.645,0.333
0.9738,0.039,0.715,0.245
0.9923,0.038,0.596,0.365
0.8478,0.098,0.74,0.162
0.9861,0.042,0.691,0.266
0.9801,0.047,0.649,0.304
0.9907,0.019,0.707,0.274
0.9964,0.029,0.518,0.453
0.9933,0.026,0.71,0.264
0.9976,0.012,0.484,0.504
0.9539,0.038,0.813,0.149
0.9702,0.016,0.802,0.182
0.9633,0.086,0.721,0.194
0.975,0.02,0.727,0.253
0.9963,0.06,0.565,0.375
0.9914,0.06,0.705,0.235
0.9986,0.014,0.596,0.39
0.9432,0.075,0.755,0.17
0.9949,0.022,0.694,0.284
0.9042,0.12,0.68,0.2
0.9867,0.054,0.643,0.303
0.9969,0.056,0.586,0.358
0.992,0.011,0.638,0.351
0.9959,0.028,0.672,0.299
0.9571,0.032,0.763,0.205
0.9883,0.069,0.571,0.359
0.9612,0.031,0.791,0.178
0.9975,0.032,0.664,0.304
0.9928,0.057,0.499,0.444
0.9022,0.131,0.63,0.239
0.5267,0.111,0.732,0.157
0.9892,0.023,0.665,0.312
-0.52,0.093,0.834,0.074
0.9939,0.009,0.742,0.249
0.9723,0.041,0.717,0.242
0.9919,0.012,0.735,0.252
0.9958,0.014,0.716,0.27
0.9852,0.052,0.738,0.21
0.996,0.034,0.613,0.353
0.9966,0.007,0.613,0.38
0.9674,0.015,0.749,0.236
0.9733,0.056,0.736,0.208
0.9856,0.029,0.752,0.219
0.9889,0.091,0.585,0.324
0.9942,0.029,0.508,0.463
0.9914,0.032,0.707,0.261
0.9834,0.053,0.661,0.286
0.9813,0.111,0.676,0.213
0.9666,0.024,0.787,0.189
0.9885,0.089,0.63,0.281
0.9934,0.056,0.645,0.299
0.9895,0.022,0.694,0.285
0.9846,0.024,0.687,0.289
0.9819,0.044,0.676,0.28
0.9534,0.073,0.712,0.215
0.9917,0.0,0.687,0.313
0.9799,0.055,0.654,0.292
0.991,0.057,0.685,0.258
0.9816,0.034,0.677,0.288
0.9936,0.021,0.682,0.297
0.9883,0.044,0.713,0.243
0.986,0.094,0.677,0.228
0.9823,0.022,0.765,0.212
0.9908,0.017,0.676,0.307
0.9643,0.023,0.729,0.247
0.9931,0.029,0.669,0.302
0.9962,0.065,0.63,0.305
0.9946,0.03,0.638,0.332
0.9957,0.02,0.613,0.367
0.9584,0.033,0.783,0.185
0.8671,0.042,0.854,0.104
0.9941,0.037,0.652,0.311
0.9885,0.03,0.71,0.26
0.9963,0.04,0.656,0.304
0.9928,0.0,0.592,0.408
0.8814,0.04,0.803,0.157
0.9972,0.014,0.706,0.281
0.9429,0.103,0.656,0.242
0.9887,0.038,0.739,0.223
0.997,0.079,0.606,0.316
0.9837,0.035,0.764,0.201
0.9851,0.009,0.77,0.221
0.9853,0.0,0.692,0.308
0.9899,0.063,0.683,0.254
0.969,0.032,0.734,0.234
0.9971,0.009,0.654,0.338
-0.6494,0.138,0.758,0.104
0.9868,0.02,0.677,0.303
0.9937,0.068,0.647,0.285
0.9852,0.088,0.567,0.345
0.9912,0.033,0.666,0.301
0.9833,0.0,0.729,0.271
0.9964,0.029,0.71,0.262
0.8689,0.103,0.734,0.162
0.9799,0.027,0.728,0.245
0.967,0.045,0.736,0.219
0.9136,0.111,0.711,0.178
0.7672,0.113,0.708,0.179
0.9927,0.03,0.741,0.228
0.9944,0.0,0.666,0.334
0.9794,0.098,0.621,0.281
0.969,0.0,0.81,0.19
0.9983,0.037,0.57,0.393
0.9468,0.027,0.768,0.205
0.9928,0.024,0.645,0.331
0.8481,0.059,0.823,0.118
0.9963,0.0,0.65,0.35
0.9775,0.027,0.746,0.227
0.9981,0.014,0.619,0.366
0.9851,0.079,0.66,0.261
0.9937,0.021,0.722,0.257
0.9872,0.093,0.575,0.332
0.9186,0.105,0.728,0.167
0.9952,0.014,0.573,0.413
0.9983,0.015,0.644,0.341
0.9923,0.05,0.608,0.342
0.9504,0.012,0.843,0.145
0.9723,0.083,0.626,0.29
0.9927,0.044,0.718,0.238
0.9923,0.108,0.581,0.311
0.9685,0.076,0.755,0.169
0.8807,0.111,0.688,0.2
0.9923,0.051,0.617,0.332
0.9873,0.046,0.713,0.241
0.9694,0.025,0.82,0.155
0.9976,0.029,0.568,0.403
0.9954,0.025,0.608,0.367
0.9881,0.05,0.639,0.312
0.9669,0.034,0.724,0.242
0.5423,0.214,0.55,0.237
0.9872,0.031,0.779,0.19
0.9906,0.023,0.785,0.192
0.9903,0.019,0.6,0.381
0.9896,0.0,0.731,0.269
0.9773,0.117,0.61,0.273
0.9965,0.033,0.638,0.329
0.9877,0.014,0.741,0.244
0.9965,0.027,0.601,0.372
0.975,0.06,0.673,0.267
0.995,0.07,0.577,0.354
0.9979,0.0,0.689,0.311
0.9852,0.043,0.765,0.192
0.972,0.026,0.761,0.213
0.9922,0.032,0.616,0.352
0.9647,0.095,0.723,0.181
0.9909,0.038,0.689,0.274
0.9924,0.03,0.64,0.329
0.9924,0.067,0.582,0.351
0.9954,0.0,0.633,0.367
0.9888,0.029,0.713,0.258
0.9654,0.012,0.816,0.172
-0.104,0.082,0.847,0.07
0.9923,0.031,0.691,0.278
0.998,0.011,0.587,0.402
0.9945,0.057,0.643,0.3
0.9469,0.075,0.749,0.176
0.9957,0.047,0.661,0.292
0.9279,0.12,0.707,0.173
0.5965,0.15,0.673,0.177
0.9524,0.077,0.727,0.196
0.9913,0.087,0.532,0.381
0.9811,0.056,0.689,0.255
0.9892,0.101,0.592,0.307
0.9806,0.058,0.743,0.199
0.9881,0.056,0.666,0.279
0.9911,0.017,0.798,0.185
0.9739,0.082,0.742,0.176
0.9545,0.0,0.86,0.14
0.9905,0.018,0.652,0.33
0.9871,0.037,0.722,0.241
0.9849,0.0,0.797,0.203
0.9837,0.014,0.729,0.257
0.9952,0.028,0.598,0.374
0.9921,0.064,0.579,0.357
0.9763,0.089,0.713,0.198
0.9942,0.017,0.696,0.287
0.969,0.074,0.709,0.217
0.9831,0.023,0.723,0.254
0.9844,0.053,0.707,0.24
0.982,0.047,0.685,0.268
0.9929,0.032,0.709,0.259
0.8316,0.05,0.866,0.085
0.9977,0.062,0.613,0.326
0.9552,0.032,0.776,0.192
0.9928,0.012,0.795,0.193
0.9826,0.044,0.671,0.285
0.9759,0.092,0.686,0.222
0.9966,0.059,0.622,0.319
0.9783,0.038,0.693,0.269
0.9944,0.03,0.669,0.301
0.9913,0.031,0.665,0.305
0.9931,0.034,0.669,0.297
0.9943,0.046,0.632,0.322
0.9939,0.015,0.687,0.298
0.951,0.017,0.772,0.211
0.9881,0.03,0.739,0.231
0.9977,0.031,0.671,0.298
0.9955,0.021,0.527,0.452
0.9906,0.012,0.732,0.256
0.9493,0.086,0.684,0.229
0.9915,0.073,0.615,0.311
0.9871,0.044,0.712,0.244
0.9965,0.048,0.553,0.398
0.9973,0.026,0.554,0.421
0.9927,0.048,0.664,0.287
0.9898,0.091,0.556,0.353
0.9733,0.016,0.782,0.202
0.9903,0.058,0.58,0.362
0.9931,0.023,0.701,0.277
0.9887,0.081,0.646,0.273
0.9963,0.011,0.64,0.349
0.988,0.013,0.635,0.352
0.9914,0.035,0.751,0.214
0.9901,0.033,0.73,0.237
0.993,0.045,0.683,0.272
0.9898,0.074,0.664,0.263
0.9892,0.056,0.562,0.382
0.9775,0.04,0.761,0.199
0.9896,0.041,0.689,0.27
0.9981,0.014,0.465,0.521
0.9973,0.028,0.604,0.368
0.9985,0.008,0.581,0.411
0.9977,0.039,0.489,0.472
0.9946,0.009,0.717,0.274
0.9969,0.049,0.409,0.542
-0.0557,0.119,0.773,0.109
0.9812,0.027,0.736,0.237
0.9867,0.07,0.626,0.305
0.9919,0.047,0.696,0.257
0.9754,0.065,0.748,0.187
0.9977,0.026,0.586,0.388
0.9869,0.075,0.624,0.301
0.9945,0.019,0.654,0.327
0.9896,0.02,0.752,0.228
0.9885,0.061,0.675,0.264
0.9958,0.024,0.671,0.305
0.9949,0.058,0.659,0.283
0.9062,0.029,0.831,0.14
0.9954,0.024,0.611,0.365
0.9901,0.026,0.796,0.178
0.9899,0.0,0.803,0.197
0.9904,0.071,0.631,0.297
0.9985,0.062,0.492,0.445
0.9927,0.048,0.611,0.341
0.9565,0.082,0.697,0.222
0.9972,0.068,0.56,0.372
0.9953,0.028,0.682,0.291
0.992,0.028,0.704,0.267
0.9902,0.056,0.701,0.244
0.969,0.041,0.703,0.256
0.9958,0.038,0.664,0.298
0.9802,0.1,0.655,0.245
0.9958,0.088,0.574,0.339
0.9117,0.048,0.745,0.207
0.9922,0.065,0.615,0.32
0.9783,0.1,0.652,0.248
0.9966,0.009,0.709,0.282
0.936,0.068,0.764,0.168
0.9442,0.013,0.814,0.173
0.9962,0.054,0.646,0.3
0.9946,0.056,0.654,0.289
0.9847,0.019,0.68,0.301
0.9559,0.043,0.773,0.184
0.9899,0.015,0.684,0.301
0.986,0.027,0.686,0.287
0.9348,0.053,0.775,0.172
0.9888,0.051,0.615,0.334
0.9856,0.043,0.7,0.257
0.9845,0.05,0.703,0.247
0.8555,0.07,0.799,0.131
0.9825,0.04,0.645,0.316
0.9043,0.088,0.728,0.184
0.9878,0.033,0.761,0.206
0.9959,0.02,0.597,0.384
0.9962,0.057,0.59,0.353
0.9905,0.009,0.716,0.274
0.9942,0.027,0.642,0.331
0.9821,0.056,0.688,0.256
0.9877,0.038,0.7,0.262
0.9898,0.044,0.649,0.307
0.9918,0.008,0.681,0.311
0.9896,0.0,0.763,0.237
0.9445,0.144,0.629,0.227
0.9964,0.041,0.546,0.413
0.9349,0.021,0.819,0.16
0.9681,0.072,0.664,0.264
0.9902,0.08,0.639,0.281
0.9054,0.107,0.694,0.199
0.967,0.107,0.562,0.331
0.9451,0.035,0.794,0.171
0.9674,0.06,0.706,0.233
0.975,0.06,0.68,0.261
0.9716,0.041,0.744,0.215
0.9883,0.149,0.575,0.276
0.9934,0.053,0.691,0.256
0.992,0.021,0.761,0.218
0.9854,0.09,0.682,0.228
0.9674,0.147,0.576,0.277
0.9382,0.034,0.803,0.164
0.9973,0.044,0.634,0.322
0.9846,0.069,0.732,0.199
0.901,0.174,0.568,0.258
0.9921,0.009,0.784,0.207
0.9877,0.026,0.616,0.358
0.9961,0.091,0.578,0.33
0.9889,0.0,0.676,0.324
0.8442,0.123,0.697,0.18
0.9927,0.025,0.654,0.321
0.9904,0.0,0.723,0.277
0.9935,0.033,0.628,0.34
0.9832,0.034,0.729,0.237
0.8441,0.101,0.736,0.163
0.9954,0.066,0.586,0.348
0.99,0.024,0.743,0.232
0.9797,0.041,0.772,0.186
0.9957,0.02,0.689,0.292
